medal_date,medal_type,medal_code,name,gender,country,team,discipline,event
2024-08-08,Silver Medal,2,DANNEBERG Jean-Paul,Male,Germany,Germany,Hockey,Men
2024-08-08,Bronze Medal,3,SINGH Jarmanpreet,Male,India,India,Hockey,Men
2024-08-08,Bronze Medal,3,ABHISHEK Abhishek,Male,India,India,Hockey,Men
2024-08-08,Bronze Medal,3,SINGH Manpreet,Male,India,India,Hockey,Men
2024-08-08,Bronze Medal,3,SINGH Hardik,Male,India,India,Hockey,Men
2024-08-08,Bronze Medal,3,SINGH Gurjant,Male,India,India,Hockey,Men
2024-08-08,Bronze Medal,3,SANJAY Sanjay,Male,India,India,Hockey,Men
2024-08-08,Bronze Medal,3,SINGH Mandee,Male,India,India,Hockey,Men
2024-08-08,Bronze Medal,3,SINGH Harmanpreet,Male,India,India,Hockey,Men
2024-08-08,Bronze Medal,3,UPADHYAY Lalit Kumar,Male,India,India,Hockey,Men
2024-08-08,Bronze Medal,3,PARATTU RAVEENDRAN Sreejesh,Male,India,India,Hockey,Men
2024-08-08,Bronze Medal,3,SUMIT Sumit,Male,India,India,Hockey,Men
2024-08-08,Bronze Medal,3,SINGH Shamsher,Male,India,India,Hockey,Men
2024-08-08,Bronze Medal,3,PAL Raj Kumar,Male,India,India,Hockey,Men
2024-08-08,Bronze Medal,3,ROHIDAS Amit,Male,India,India,Hockey,Men
2024-08-08,Bronze Medal,3,PRASAD Vivek Sagar,Male,India,India,Hockey,Men
2024-08-08,Bronze Medal,3,SINGH Sukhjeet,Male,India,India,Hockey,Men
2024-08-08,Gold Medal,1,VADLAU Lara,Female,Austria,VADLAU Lara / MAEHR Lukas,Sailing,Mixed Dinghy
2024-08-08,Gold Medal,1,MAEHR Lukas,Male,Austria,VADLAU Lara / MAEHR Lukas,Sailing,Mixed Dinghy
2024-08-08,Silver Medal,2,OKADA Keiju,Male,Japan,OKADA Keiju / YOSHIOKA Miho,Sailing,Mixed Dinghy
2024-08-08,Silver Medal,2,YOSHIOKA Miho,Female,Japan,OKADA Keiju / YOSHIOKA Miho,Sailing,Mixed Dinghy
2024-08-08,Bronze Medal,3,DAHLBERG Anton,Male,Sweden,DAHLBERG Anton / KARLSSON Lovisa,Sailing,Mixed Dinghy
2024-08-08,Bronze Medal,3,KARLSSON Lovisa,Female,Sweden,DAHLBERG Anton / KARLSSON Lovisa,Sailing,Mixed Dinghy
2024-08-08,Gold Medal,1,TITA Ruggero,Male,Italy,TITA Ruggero / BANTI Caterina,Sailing,Mixed Multihull
2024-08-08,Gold Medal,1,BANTI Caterina Marianna,Female,Italy,TITA Ruggero / BANTI Caterina,Sailing,Mixed Multihull
2024-08-08,Silver Medal,2,MAJDALANI Mateo,Male,Argentina,MAJDALANI Mateo / BOSCO Eugenia,Sailing,Mixed Multihull
2024-08-08,Silver Medal,2,BOSCO Eugenia,Female,Argentina,MAJDALANI Mateo / BOSCO Eugenia,Sailing,Mixed Multihull
2024-08-08,Bronze Medal,3,WILKINSON Micah,Male,New Zealand,WILKINSON Micah James / DAWSON Erica Linda,Sailing,Mixed Multihull
2024-08-08,Bronze Medal,3,DAWSON Erica,Female,New Zealand,WILKINSON Micah James / DAWSON Erica Linda,Sailing,Mixed Multihull
2024-08-09,Gold Medal,1,ADJIBI Eliezer,Male,Canada,Canada,Athletics,Men's 4 x 100m Relay
2024-08-09,Gold Medal,1,ASEMOTA Duan,Male,Canada,Canada,Athletics,Men's 4 x 100m Relay
2024-08-09,Gold Medal,1,BLAKE Jerome,Male,Canada,Canada,Athletics,Men's 4 x 100m Relay
2024-08-09,Gold Medal,1,BROWN Aaron,Male,Canada,Canada,Athletics,Men's 4 x 100m Relay
2024-08-09,Gold Medal,1,De GRASSE Andre,Male,Canada,Canada,Athletics,Men's 4 x 100m Relay
2024-08-09,Gold Medal,1,RODNEY Brendon,Male,Canada,Canada,Athletics,Men's 4 x 100m Relay
2024-08-09,Silver Medal,2,MASWANGANYI Shaun,Male,South Africa,South Africa,Athletics,Men's 4 x 100m Relay
2024-08-09,Silver Medal,2,NKOANA Bradley,Male,South Africa,South Africa,Athletics,Men's 4 x 100m Relay
2024-08-09,Silver Medal,2,RICHARDSON Benjamin,Male,South Africa,South Africa,Athletics,Men's 4 x 100m Relay
2024-08-09,Silver Medal,2,SIMBINE Akani,Male,South Africa,South Africa,Athletics,Men's 4 x 100m Relay
2024-08-09,Silver Medal,2,WALAZA Bayanda,Male,South Africa,South Africa,Athletics,Men's 4 x 100m Relay
2024-08-09,Bronze Medal,3,AZU Jeremiah,Male,Great Britain,Great Britain,Athletics,Men's 4 x 100m Relay
2024-08-09,Bronze Medal,3,HINCHLIFFE Louie,Male,Great Britain,Great Britain,Athletics,Men's 4 x 100m Relay
2024-08-09,Bronze Medal,3,HUGHES Zharnel,Male,Great Britain,Great Britain,Athletics,Men's 4 x 100m Relay
2024-08-09,Bronze Medal,3,KILTY Richard,Male,Great Britain,Great Britain,Athletics,Men's 4 x 100m Relay
2024-08-09,Bronze Medal,3,MITCHELL-BLAKE Nethaneel,Male,Great Britain,Great Britain,Athletics,Men's 4 x 100m Relay
2024-08-09,Gold Medal,1,DAVIS Tamari,Female,United States,United States of America,Athletics,Women's 4 x 100m Relay
2024-08-09,Gold Medal,1,HOBBS Aleia,Female,United States,United States of America,Athletics,Women's 4 x 100m Relay
2024-08-09,Gold Medal,1,JEFFERSON Melissa,Female,United States,United States of America,Athletics,Women's 4 x 100m Relay
2024-08-09,Gold Medal,1,RICHARDSON Sha'carri,Female,United States,United States of America,Athletics,Women's 4 x 100m Relay
2024-08-09,Gold Medal,1,TERRY Twanisha,Female,United States,United States of America,Athletics,Women's 4 x 100m Relay
2024-08-09,Gold Medal,1,THOMAS Gabrielle,Female,United States,United States of America,Athletics,Women's 4 x 100m Relay
2024-08-09,Silver Medal,2,ASHER-SMITH Dina,Female,Great Britain,Great Britain,Athletics,Women's 4 x 100m Relay
2024-08-09,Silver Medal,2,HENRY Desiree,Female,Great Britain,Great Britain,Athletics,Women's 4 x 100m Relay
2024-08-09,Silver Medal,2,HUNT Amy,Female,Great Britain,Great Britain,Athletics,Women's 4 x 100m Relay
2024-08-09,Silver Medal,2,LANSIQUOT Imani,Female,Great Britain,Great Britain,Athletics,Women's 4 x 100m Relay
2024-08-09,Silver Medal,2,NEITA Daryll,Female,Great Britain,Great Britain,Athletics,Women's 4 x 100m Relay
2024-08-09,Silver Medal,2,WILLIAMS Bianca,Female,Great Britain,Great Britain,Athletics,Women's 4 x 100m Relay
2024-08-09,Bronze Medal,3,BURGHARDT Alexandra,Female,Germany,Germany,Athletics,Women's 4 x 100m Relay
2024-08-09,Bronze Medal,3,HAASE Rebekka,Female,Germany,Germany,Athletics,Women's 4 x 100m Relay
2024-08-09,Bronze Medal,3,JUNK Sophia,Female,Germany,Germany,Athletics,Women's 4 x 100m Relay
2024-08-09,Bronze Medal,3,LUECKENKEMPER Gina,Female,Germany,Germany,Athletics,Women's 4 x 100m Relay
2024-08-09,Bronze Medal,3,MAYER Lisa,Female,Germany,Germany,Athletics,Women's 4 x 100m Relay
2024-08-09,Gold Medal,1,SILVA RAMOS Ana Patricia,Female,Brazil,Ana Patricia/Duda,Beach Volleyball,Women
2024-08-09,Gold Medal,1,SANTOS LISBOA Eduarda,Female,Brazil,Ana Patricia/Duda,Beach Volleyball,Women
2024-08-09,Silver Medal,2,HUMANA-PAREDES Melissa,Female,Canada,Melissa/Brandie,Beach Volleyball,Women
2024-08-09,Silver Medal,2,WILKERSON Brandie,Female,Canada,Melissa/Brandie,Beach Volleyball,Women
2024-08-09,Bronze Medal,3,HUEBERLI Tanja,Female,Switzerland,Huberli/Brunner,Beach Volleyball,Women
2024-08-09,Bronze Medal,3,BRUNNER Nina,Female,Switzerland,Huberli/Brunner,Beach Volleyball,Women
2024-08-09,Gold Medal,1,GUAZZINI Vittoria,Female,Italy,Italy,Cycling Track,Women's Madison
2024-08-09,Gold Medal,1,CONSONNI Chiara,Female,Italy,Italy,Cycling Track,Women's Madison
2024-08-09,Silver Medal,2,EVANS Neah,Female,Great Britain,Great Britain,Cycling Track,Women's Madison
2024-08-09,Silver Medal,2,BARKER Elinor,Female,Great Britain,Great Britain,Cycling Track,Women's Madison
2024-08-09,Bronze Medal,3,van BELLE Lisa,Female,Netherlands,Netherlands,Cycling Track,Women's Madison
2024-08-09,Bronze Medal,3,van der DUIN Maike,Female,Netherlands,Netherlands,Cycling Track,Women's Madison
2024-08-09,Gold Medal,1,TENAS Arnau,Male,Spain,Spain,Football,Men
2024-08-09,Gold Medal,1,PUBILL Marc,Male,Spain,Spain,Football,Men
2024-08-09,Gold Medal,1,MIRANDA Juan,Male,Spain,Spain,Football,Men
2024-08-09,Gold Medal,1,GARCIA Eric,Male,Spain,Spain,Football,Men
2024-08-09,Gold Medal,1,CUBARSI Pau,Male,Spain,Spain,Football,Men
2024-08-09,Gold Medal,1,BARRIOS Pablo,Male,Spain,Spain,Football,Men
2024-08-09,Gold Medal,1,LOPEZ Diego,Male,Spain,Spain,Football,Men
2024-08-09,Gold Medal,1,TURRIENTES Benat,Male,Spain,Spain,Football,Men
2024-08-09,Gold Medal,1,RUIZ Abel,Male,Spain,Spain,Football,Men
2024-08-09,Gold Medal,1,BAENA Alex,Male,Spain,Spain,Football,Men
2024-08-09,Gold Medal,1,LOPEZ Fermin,Male,Spain,Spain,Football,Men
2024-08-09,Gold Medal,1,PACHECO Jon,Male,Spain,Spain,Football,Men
2024-08-09,Gold Medal,1,GARCIA Joan,Male,Spain,Spain,Football,Men
2024-08-09,Gold Medal,1,OROZ Aimar,Male,Spain,Spain,Football,Men
2024-08-09,Gold Medal,1,GUTIERREZ Miguel,Male,Spain,Spain,Football,Men
2024-08-09,Gold Medal,1,BERNABE Adrian,Male,Spain,Spain,Football,Men
2024-08-09,Gold Medal,1,GOMEZ Sergio,Male,Spain,Spain,Football,Men
2024-08-09,Gold Medal,1,OMORODION Samu,Male,Spain,Spain,Football,Men
2024-08-09,Gold Medal,1,MOSQUERA Cristhian,Male,Spain,Spain,Football,Men
2024-08-09,Gold Medal,1,SANCHEZ Juanlu,Male,Spain,Spain,Football,Men
2024-08-09,Gold Medal,1,CAMELLO Sergio,Male,Spain,Spain,Football,Men
2024-08-09,Gold Medal,1,ITURBE Alejandro,Male,Spain,Spain,Football,Men
2024-08-09,Silver Medal,2,NKAMBADIO Obed,Male,France,France,Football,Men
2024-08-09,Silver Medal,2,LUKEBA Castello,Male,France,France,Football,Men
2024-08-09,Silver Medal,2,TRUFFERT Adrien,Male,France,France,Football,Men
2024-08-09,Silver Medal,2,BADE Loic,Male,France,France,Football,Men
2024-08-09,Silver Medal,2,SILDILLIA Kiliann,Male,France,France,Football,Men
2024-08-09,Silver Medal,2,KONE Manu,Male,France,France,Football,Men
2024-08-09,Silver Medal,2,OLISE Michael,Male,France,France,Football,Men
2024-08-09,Silver Medal,2,AKLIOUCHE Maghnes,Male,France,France,Football,Men
2024-08-09,Silver Medal,2,KALIMUENDO Arnaud,Male,France,France,Football,Men
2024-08-09,Silver Medal,2,LACAZETTE Alexandre,Male,France,France,Football,Men
2024-08-09,Silver Medal,2,DOUE Desire,Male,France,France,Football,Men
2024-08-09,Silver Medal,2,MILLOT Enzo,Male,France,France,Football,Men
2024-08-09,Silver Medal,2,CHOTARD Joris,Male,France,France,Football,Men
2024-08-09,Silver Medal,2,MATETA Jean-Philippe,Male,France,France,Football,Men
2024-08-09,Silver Medal,2,LOCKO Bradley,Male,France,France,Football,Men
2024-08-09,Silver Medal,2,RESTES Guillaume,Male,France,France,Football,Men
2024-08-09,Silver Medal,2,MAGASSA Soungoutou,Male,France,France,Football,Men
2024-08-09,Silver Medal,2,CHERKI Rayan,Male,France,France,Football,Men
2024-08-09,Silver Medal,2,MATSIMA Chrislain,Male,France,France,Football,Men
2024-08-09,Silver Medal,2,DIOUF Andy,Male,France,France,Football,Men
2024-08-09,Silver Medal,2,LEPENANT Johann,Male,France,France,Football,Men
2024-08-09,Bronze Medal,3,FROHMS Merle,Female,Germany,Germany,Football,Women
2024-08-09,Bronze Medal,3,LINDER Sarai,Female,Germany,Germany,Football,Women
2024-08-09,Bronze Medal,3,HENDRICH Kathrin,Female,Germany,Germany,Football,Women
2024-08-09,Bronze Medal,3,SCHULZE SOLANO Bibiane,Female,Germany,Germany,Football,Women
2024-08-09,Bronze Medal,3,HEGERING Marina,Female,Germany,Germany,Football,Women
2024-08-09,Bronze Medal,3,MINGE Janina,Female,Germany,Germany,Football,Women
2024-08-09,Bronze Medal,3,SCHUELLER Lea,Female,Germany,Germany,Football,Women
2024-08-09,Bronze Medal,3,LOHMANN Sydney,Female,Germany,Germany,Football,Women
2024-08-09,Bronze Medal,3,NUESKEN Sjoeke,Female,Germany,Germany,Football,Women
2024-08-09,Bronze Medal,3,FREIGANG Laura,Female,Germany,Germany,Football,Women
2024-08-09,Bronze Medal,3,POPP Alexandra,Female,Germany,Germany,Football,Women
2024-08-09,Bronze Medal,3,BERGER Ann-Katrin,Female,Germany,Germany,Football,Women
2024-08-09,Bronze Medal,3,DOORSOUN Sara,Female,Germany,Germany,Football,Women
2024-08-09,Bronze Medal,3,SENSS Elisa,Female,Germany,Germany,Football,Women
2024-08-09,Bronze Medal,3,GWINN Giulia,Female,Germany,Germany,Football,Women
2024-08-09,Bronze Medal,3,BRAND Jule,Female,Germany,Germany,Football,Women
2024-08-09,Bronze Medal,3,BUEHL Klara,Female,Germany,Germany,Football,Women
2024-08-09,Bronze Medal,3,ENDEMANN Vivien,Female,Germany,Germany,Football,Women
2024-08-09,Bronze Medal,3,RAUCH Felicitas,Female,Germany,Germany,Football,Women
2024-08-09,Bronze Medal,3,ANYOMI Nicole,Female,Germany,Germany,Football,Women
2024-08-09,Gold Medal,1,VEENENDAAL Anne,Female,Netherlands,Netherlands,Hockey,Women
2024-08-09,Gold Medal,1,FOKKE Luna Noa,Female,Netherlands,Netherlands,Hockey,Women
2024-08-09,Gold Medal,1,MOES Freeke,Female,Netherlands,Netherlands,Hockey,Women
2024-08-09,Gold Medal,1,POST Lisa,Female,Netherlands,Netherlands,Hockey,Women
2024-08-09,Gold Medal,1,de WAARD Xan,Female,Netherlands,Netherlands,Hockey,Women
2024-08-09,Gold Medal,1,JANSEN Yibbi,Female,Netherlands,Netherlands,Hockey,Women
2024-08-09,Gold Medal,1,van LAARHOVEN Renee,Female,Netherlands,Netherlands,Hockey,Women
2024-08-09,Gold Medal,1,ALBERS Felice,Female,Netherlands,Netherlands,Hockey,Women
2024-08-09,Gold Medal,1,VERSCHOOR Maria,Female,Netherlands,Netherlands,Hockey,Women
2024-08-09,Gold Medal,1,KOOLEN Sanne,Female,Netherlands,Netherlands,Hockey,Women
2024-08-09,Gold Medal,1,MATLA Frederique,Female,Netherlands,Netherlands,Hockey,Women
2024-08-09,Gold Medal,1,BURG Joosje,Female,Netherlands,Netherlands,Hockey,Women
2024-08-09,Gold Medal,1,JOCHEMS Marleen,Female,Netherlands,Netherlands,Hockey,Women
2024-08-09,Gold Medal,1,SANDERS Pien,Female,Netherlands,Netherlands,Hockey,Women
2024-08-09,Gold Medal,1,VEEN Marijn,Female,Netherlands,Netherlands,Hockey,Women
2024-08-09,Gold Medal,1,NUNNINK Laura,Female,Netherlands,Netherlands,Hockey,Women
2024-08-09,Gold Medal,1,DICKE Pien,Female,Netherlands,Netherlands,Hockey,Women
2024-08-09,Silver Medal,2,YE Jiao,Female,China,People's Republic of China,Hockey,Women
2024-08-09,Silver Medal,2,GU Bingfeng,Female,China,People's Republic of China,Hockey,Women
2024-08-09,Silver Medal,2,YANG Liu,Female,China,People's Republic of China,Hockey,Women
2024-08-09,Silver Medal,2,ZHANG Ying,Female,China,People's Republic of China,Hockey,Women
2024-08-09,Silver Medal,2,CHEN Yi,Female,China,People's Republic of China,Hockey,Women
2024-08-09,Silver Medal,2,MA Ning,Female,China,People's Republic of China,Hockey,Women
2024-08-09,Silver Medal,2,LI Hong,Female,China,People's Republic of China,Hockey,Women
2024-08-09,Silver Medal,2,OU Zixia,Female,China,People's Republic of China,Hockey,Women
2024-08-09,Silver Medal,2,DAN Wen,Female,China,People's Republic of China,Hockey,Women
2024-08-09,Silver Medal,2,ZOU Meirong,Female,China,People's Republic of China,Hockey,Women
2024-08-09,Silver Medal,2,HE Jiangxin,Female,China,People's Republic of China,Hockey,Women
2024-08-09,Silver Medal,2,FAN Yunxia,Female,China,People's Republic of China,Hockey,Women
2024-08-09,Silver Medal,2,CHEN Yang,Female,China,People's Republic of China,Hockey,Women
2024-08-09,Silver Medal,2,XU Wenyu,Female,China,People's Republic of China,Hockey,Women
2024-08-09,Silver Medal,2,ZHONG Jiaqi,Female,China,People's Republic of China,Hockey,Women
2024-08-09,Silver Medal,2,TAN Jinzhuang,Female,China,People's Republic of China,Hockey,Women
2024-08-09,Silver Medal,2,YU Anhui,Female,China,People's Republic of China,Hockey,Women
2024-08-09,Bronze Medal,3,TOCCALINO Sofia,Female,Argentina,Argentina,Hockey,Women
2024-08-09,Bronze Medal,3,GORZELANY Agustina,Female,Argentina,Argentina,Hockey,Women
2024-08-09,Bronze Medal,3,RAPOSO RUIZ de los LLANOS Valentina,Female,Argentina,Argentina,Hockey,Women
2024-08-09,Bronze Medal,3,ALONSO Agostina,Female,Argentina,Argentina,Hockey,Women
2024-08-09,Bronze Medal,3,ALBERTARRIO Agustina,Female,Argentina,Argentina,Hockey,Women
2024-08-09,Bronze Medal,3,GRANATTO Maria,Female,Argentina,Argentina,Hockey,Women
2024-08-09,Bronze Medal,3,COSENTINO Cristina,Female,Argentina,Argentina,Hockey,Women
2024-08-09,Bronze Medal,3,SANCHEZ MOCCIA Rocio,Female,Argentina,Argentina,Hockey,Women
2024-08-09,Bronze Medal,3,SAUZE VALDEZ Victoria,Female,Argentina,Argentina,Hockey,Women
2024-08-09,Bronze Medal,3,CAIRO Sofia,Female,Argentina,Argentina,Hockey,Women
2024-08-09,Bronze Medal,3,TRINCHINETTI Eugenia,Female,Argentina,Argentina,Hockey,Women
2024-08-09,Bronze Medal,3,CASAS Lara,Female,Argentina,Argentina,Hockey,Women
2024-08-09,Bronze Medal,3,CASTELLARO MORELLO Juana,Female,Argentina,Argentina,Hockey,Women
2024-08-09,Bronze Medal,3,CAMPOY Maria,Female,Argentina,Argentina,Hockey,Women
2024-08-09,Bronze Medal,3,JANKUNAS Julieta,Female,Argentina,Argentina,Hockey,Women
2024-08-09,Bronze Medal,3,DIAZ de ARMAS Zoe,Female,Argentina,Argentina,Hockey,Women
2024-08-09,Gold Medal,1,FAN Zhendong,Male,China,People's Republic of China,Table Tennis,Men's Team
2024-08-09,Gold Medal,1,MA Long,Male,China,People's Republic of China,Table Tennis,Men's Team
2024-08-09,Gold Medal,1,WANG Chuqin,Male,China,People's Republic of China,Table Tennis,Men's Team
2024-08-09,Silver Medal,2,KALLBERG Anton,Male,Sweden,Sweden,Table Tennis,Men's Team
2024-08-09,Silver Medal,2,KARLSSON Kristian,Male,Sweden,Sweden,Table Tennis,Men's Team
2024-08-09,Silver Medal,2,MOREGARD Truls,Male,Sweden,Sweden,Table Tennis,Men's Team
2024-08-09,Bronze Medal,3,GAUZY Simon,Male,France,France,Table Tennis,Men's Team
2024-08-09,Bronze Medal,3,LEBRUN Alexis,Male,France,France,Table Tennis,Men's Team
2024-08-09,Bronze Medal,3,LEBRUN Felix,Male,France,France,Table Tennis,Men's Team
2024-08-09,Bronze Medal,3,ANDERSON Matthew,Male,United States,United States of America,Volleyball,Men
2024-08-09,Bronze Medal,3,AVERILL Taylor,Male,United States,United States of America,Volleyball,Men
2024-08-09,Bronze Medal,3,CHRISTENSON Micah,Male,United States,United States of America,Volleyball,Men
2024-08-09,Bronze Medal,3,DEFALCO Torey,Male,United States,United States of America,Volleyball,Men
2024-08-09,Bronze Medal,3,HOLT Maxwell,Male,United States,United States of America,Volleyball,Men
2024-08-09,Bronze Medal,3,JAESCHKE Thomas,Male,United States,United States of America,Volleyball,Men
2024-08-09,Bronze Medal,3,JENDRYK II Jeffrey,Male,United States,United States of America,Volleyball,Men
2024-08-09,Bronze Medal,3,MA'A Micah,Male,United States,United States of America,Volleyball,Men
2024-08-09,Bronze Medal,3,MUAGUTUTIA Garrett,Male,United States,United States of America,Volleyball,Men
2024-08-09,Bronze Medal,3,RUSSELL Aaron,Male,United States,United States of America,Volleyball,Men
2024-08-09,Bronze Medal,3,SHOJI Erik,Male,United States,United States of America,Volleyball,Men
2024-08-09,Bronze Medal,3,SMITH David,Male,United States,United States of America,Volleyball,Men
2024-08-09,Bronze Medal,3,ENSING Kyle,Male,United States,United States of America,Volleyball,Men
2024-08-10,Gold Medal,1,BAILEY Christopher,Male,United States,United States of America,Athletics,Men's 4 x 400m Relay
2024-08-10,Gold Medal,1,DEADMON Bryce,Male,United States,United States of America,Athletics,Men's 4 x 400m Relay
2024-08-10,Gold Medal,1,HALL Quincy,Male,United States,United States of America,Athletics,Men's 4 x 400m Relay
2024-08-10,Gold Medal,1,LINDSEY Courtney,Male,United States,United States of America,Athletics,Men's 4 x 400m Relay
2024-08-10,Gold Medal,1,NORMAN Michael,Male,United States,United States of America,Athletics,Men's 4 x 400m Relay
2024-08-10,Gold Medal,1,NORWOOD Vernon,Male,United States,United States of America,Athletics,Men's 4 x 400m Relay
2024-08-10,Gold Medal,1,WILSON Quincy,Male,United States,United States of America,Athletics,Men's 4 x 400m Relay
2024-08-10,Silver Medal,2,EPPIE Lee Bhekempilo,Male,Botswana,Botswana,Athletics,Men's 4 x 400m Relay
2024-08-10,Silver Medal,2,KEBINATSHIPI Busang Collen,Male,Botswana,Botswana,Athletics,Men's 4 x 400m Relay
2024-08-10,Silver Medal,2,NDORI Bayapo,Male,Botswana,Botswana,Athletics,Men's 4 x 400m Relay
2024-08-10,Silver Medal,2,PESELA Anthony,Male,Botswana,Botswana,Athletics,Men's 4 x 400m Relay
2024-08-10,Silver Medal,2,SCOTCH Leungo,Male,Botswana,Botswana,Athletics,Men's 4 x 400m Relay
2024-08-10,Silver Medal,2,TEBOGO Letsile,Male,Botswana,Botswana,Athletics,Men's 4 x 400m Relay
2024-08-10,Bronze Medal,3,DOBSON Charles,Male,Great Britain,Great Britain,Athletics,Men's 4 x 400m Relay
2024-08-10,Bronze Medal,3,HARRIES Toby,Male,Great Britain,Great Britain,Athletics,Men's 4 x 400m Relay
2024-08-10,Bronze Medal,3,HAYDOCK-WILSON Alex,Male,Great Britain,Great Britain,Athletics,Men's 4 x 400m Relay
2024-08-10,Bronze Medal,3,HUDSON-SMITH Matthew,Male,Great Britain,Great Britain,Athletics,Men's 4 x 400m Relay
2024-08-10,Bronze Medal,3,REARDON Samuel,Male,Great Britain,Great Britain,Athletics,Men's 4 x 400m Relay
2024-08-10,Bronze Medal,3,Unknown,Unknown,Unknown,Great Britain,Athletics,Men's 4 x 400m Relay
2024-08-10,Gold Medal,1,BROWN Kaylyn,Female,United States,United States of America,Athletics,Women's 4 x 400m Relay
2024-08-10,Gold Medal,1,BUTLER Aaliyah,Female,United States,United States of America,Athletics,Women's 4 x 400m Relay
2024-08-10,Gold Medal,1,ELLIS Kendall,Female,United States,United States of America,Athletics,Women's 4 x 400m Relay
2024-08-10,Gold Medal,1,HAYES Quanera,Female,United States,United States of America,Athletics,Women's 4 x 400m Relay
2024-08-10,Gold Medal,1,HOLMES Alexis,Female,United States,United States of America,Athletics,Women's 4 x 400m Relay
2024-08-10,Gold Medal,1,LITTLE Shamier,Female,United States,United States of America,Athletics,Women's 4 x 400m Relay
2024-08-10,Silver Medal,2,de WITTE Lisanne,Female,Netherlands,Netherlands,Athletics,Women's 4 x 400m Relay
2024-08-10,Silver Medal,2,KLAVER Lieke,Female,Netherlands,Netherlands,Athletics,Women's 4 x 400m Relay
2024-08-10,Silver Medal,2,SAALBERG Eveline,Female,Netherlands,Netherlands,Athletics,Women's 4 x 400m Relay
2024-08-10,Silver Medal,2,van de WIEL Anne,Female,Netherlands,Netherlands,Athletics,Women's 4 x 400m Relay
2024-08-10,Silver Medal,2,van der SCHOOT Myrte,Female,Netherlands,Netherlands,Athletics,Women's 4 x 400m Relay
2024-08-10,Bronze Medal,3,ANNING Amber,Female,Great Britain,Great Britain,Athletics,Women's 4 x 400m Relay
2024-08-10,Bronze Medal,3,JOHN Yemi Mary,Female,Great Britain,Great Britain,Athletics,Women's 4 x 400m Relay
2024-08-10,Bronze Medal,3,KELLY Hannah,Female,Great Britain,Great Britain,Athletics,Women's 4 x 400m Relay
2024-08-10,Bronze Medal,3,NIELSEN Laviai,Female,Great Britain,Great Britain,Athletics,Women's 4 x 400m Relay
2024-08-10,Bronze Medal,3,NIELSEN Lina,Female,Great Britain,Great Britain,Athletics,Women's 4 x 400m Relay
2024-08-10,Bronze Medal,3,OHURUOGU Victoria,Female,Great Britain,Great Britain,Athletics,Women's 4 x 400m Relay
2024-08-10,Bronze Medal,3,WILLIAMS Jodie,Female,Great Britain,Great Britain,Athletics,Women's 4 x 400m Relay
2024-08-10,Bronze Medal,3,YEARGIN Nicole,Female,Great Britain,Great Britain,Athletics,Women's 4 x 400m Relay
2024-08-10,Gold Medal,1,CURRY Stephen,Male,United States,United States of America,Basketball,Men
2024-08-10,Gold Medal,1,EDWARDS Anthony,Male,United States,United States of America,Basketball,Men
2024-08-10,Gold Medal,1,JAMES LeBron,Male,United States,United States of America,Basketball,Men
2024-08-10,Gold Medal,1,DURANT Kevin,Male,United States,United States of America,Basketball,Men
2024-08-10,Gold Medal,1,WHITE Derrick,Male,United States,United States of America,Basketball,Men
2024-08-10,Gold Medal,1,HALIBURTON Tyrese,Male,United States,United States of America,Basketball,Men
2024-08-10,Gold Medal,1,TATUM Jayson,Male,United States,United States of America,Basketball,Men
2024-08-10,Gold Medal,1,EMBIID Joel,Male,United States,United States of America,Basketball,Men
2024-08-10,Gold Medal,1,HOLIDAY Jrue,Male,United States,United States of America,Basketball,Men
2024-08-10,Gold Medal,1,ADEBAYO Bam,Male,United States,United States of America,Basketball,Men
2024-08-10,Gold Medal,1,DAVIS Anthony,Male,United States,United States of America,Basketball,Men
2024-08-10,Gold Medal,1,BOOKER Devin,Male,United States,United States of America,Basketball,Men
2024-08-10,Silver Medal,2,NTILIKINA Frank,Male,France,France,Basketball,Men
2024-08-10,Silver Medal,2,BATUM Nicolas,Male,France,France,Basketball,Men
2024-08-10,Silver Medal,2,ALBICY Andrew,Male,France,France,Basketball,Men
2024-08-10,Silver Medal,2,YABUSELE Guerschon,Male,France,France,Basketball,Men
2024-08-10,Silver Medal,2,CORDINIER Isaia,Male,France,France,Basketball,Men
2024-08-10,Silver Medal,2,FOURNIER Evan,Male,France,France,Basketball,Men
2024-08-10,Silver Medal,2,de COLO Nando,Male,France,France,Basketball,Men
2024-08-10,Silver Medal,2,LESSORT Mathias,Male,France,France,Basketball,Men
2024-08-10,Silver Medal,2,GOBERT Rudy,Male,France,France,Basketball,Men
2024-08-10,Silver Medal,2,WEMBANYAMA Victor,Male,France,France,Basketball,Men
2024-08-10,Silver Medal,2,STRAZEL Matthew,Male,France,France,Basketball,Men
2024-08-10,Silver Medal,2,COULIBALY Bilal,Male,France,France,Basketball,Men
2024-08-10,Bronze Medal,3,PLAVSIC Uros,Male,Serbia,Serbia,Basketball,Men
2024-08-10,Bronze Medal,3,PETRUSEV Fili,Male,Serbia,Serbia,Basketball,Men
2024-08-10,Bronze Medal,3,JOVIC Nikola,Male,Serbia,Serbia,Basketball,Men
2024-08-10,Bronze Medal,3,BOGDANOVIC Bogdan,Male,Serbia,Serbia,Basketball,Men
2024-08-10,Bronze Medal,3,MARINKOVIC Vanja,Male,Serbia,Serbia,Basketball,Men
